Index,Start Time,End Time,Start Time (sec),Text,Movie
610,0:47:31,0:47:34,2851,...and we want to assess any possible environmental impact...,Ghostbusters
611,0:47:34,0:47:35,2854,...from your operation.,Ghostbusters
612,0:47:36,0:47:38,2856,"For instance, the presence of noxious...",Ghostbusters
613,0:47:38,0:47:41,2858,...possibly hazardous waste chemicals in your basement.,Ghostbusters
614,0:47:41,0:47:45,2861,"Now, you show me what is down there, or I come back with a court order.",Ghostbusters
615,0:47:46,0:47:50,2866,"You go get a court order, and I'll sue your ass for wrongful prosecution!",Ghostbusters
616,0:47:51,0:47:54,2871,"You can have it your way, Mr. Venkman.",Ghostbusters
617,0:47:55,0:47:57,2875,"I'm worried. It's crowded in there, and my data...",Ghostbusters
618,0:47:57,0:48:0,2877,...points to something big on the horizon.,Ghostbusters
619,0:48:0,0:48:2,2880,"What do you mean, ""big""?",Ghostbusters
620,0:48:3,0:48:7,2883,"Well, let's say this Twinkie represents the normal amount...",Ghostbusters
621,0:48:7,0:48:10,2887,...of psychokinetic energy in the New York area.,Ghostbusters
622,0:48:10,0:48:14,2890,"According to this morning's sample, it would be a Twinkie...",Ghostbusters
623,0:48:14,0:48:18,2894,"...35 feet long, weighing approximately 600 pounds.",Ghostbusters
624,0:48:19,0:48:21,2899,That's a big Twinkie.,Ghostbusters
625,0:48:21,0:48:23,2901,We could be on the verge of a fourfold crossrip...,Ghostbusters
626,0:48:23,0:48:27,2903,"...a PKE surge of incredible, even dangerous, proportions.",Ghostbusters
627,0:48:27,0:48:31,2907,We just had a visit from the Environmental Protection Agency.,Ghostbusters
628,0:48:31,0:48:33,2911, How's the grid holding up?  Not good.,Ghostbusters
629,0:48:33,0:48:35,2913,Tell him about the Twinkie.,Ghostbusters
630,0:48:36,0:48:38,2916,What about the Twinkie?,Ghostbusters
631,0:49:33,0:49:35,2973," Oh, Dana, it's you.  Hello, Louis.",Ghostbusters
632,0:49:35,0:49:38,2975,You gotta come in here. You're missing a classic party.,Ghostbusters
633,0:49:38,0:49:43,2978,"Yes, well, I would, Louis, but I have a date coming over.",Ghostbusters
634,0:49:46,0:49:47,2986,You made a date...,Ghostbusters
635,0:49:48,0:49:54,2988,"...tonight?  Well, I'm sorry, Louis. I forgot.",Ghostbusters
636,0:49:55,0:49:59,2995,"Oh, that's okay. You can bring him along.",Ghostbusters
637,0:49:59,0:50:2,2999,"All right. Maybe we'll stop by, okay?",Ghostbusters
638,0:50:2,0:50:4,3002,That's great. I'll tell everybody.,Ghostbusters
639,0:50:4,0:50:7,3004,"We're gonna play Twister, we're gonna do some breakdancing...",Ghostbusters
