Index,Start Time,End Time,Start Time (sec),Text,Movie
539,1:24:38,1:24:42,5078,We're never gonna have a better chance to make it across the salt.,Mad Max Fury Road
540,1:24:43,1:24:47,5083,"If we leave the rig here and load the motorcycles up with as much as we can,",Mad Max Fury Road
541,1:24:47,1:24:51,5087,we can maybe ride for 160 days.,Mad Max Fury Road
542,1:24:52,1:24:55,5092,One of those bikes is yours.,Mad Max Fury Road
543,1:24:56,1:24:58,5096,Fully loaded.,Mad Max Fury Road
544,1:25:0,1:25:3,5100,You're more than welcome to come with us.,Mad Max Fury Road
545,1:25:6,1:25:9,5106,I'll... I'll make my own way.,Mad Max Fury Road
546,1:25:15,1:25:18,5115,"You know, hope is a mistake.",Mad Max Fury Road
547,1:25:24,1:25:27,5124,"If you can't fix what's broken, you'll...",Mad Max Fury Road
548,1:25:29,1:25:31,5129,you'll go insane.,Mad Max Fury Road
549,1:25:47,1:25:50,5147,"Where are you, Max?",Mad Max Fury Road
550,1:25:50,1:25:53,5150,Where are you?,Mad Max Fury Road
551,1:25:53,1:25:56,5153, Help us.  You promised to help us.,Mad Max Fury Road
552,1:26:6,1:26:9,5166,"Come on, pa. Let's go.",Mad Max Fury Road
553,1:26:40,1:26:42,5200,All right.,Mad Max Fury Road
554,1:26:42,1:26:45,5202,This is your way home.,Mad Max Fury Road
555,1:26:48,1:26:50,5208,We go back?,Mad Max Fury Road
556,1:26:51,1:26:53,5211, Back?  Yeah.,Mad Max Fury Road
557,1:26:53,1:26:57,5213, I thought you weren't insane anymore.  What are they saying?,Mad Max Fury Road
558,1:26:57,1:26:59,5217,He wants to go back from where they came.,Mad Max Fury Road
559,1:26:59,1:27:1,5219,The Citadel.,Mad Max Fury Road
560,1:27:2,1:27:4,5222,And what's there to find at The Citadel?,Mad Max Fury Road
561,1:27:4,1:27:6,5224, Green.  And water.,Mad Max Fury Road
562,1:27:8,1:27:11,5228,There's a ridiculous amount of clear water. And a lot of crops.,Mad Max Fury Road
563,1:27:12,1:27:14,5232,"It's got everything you need, as long as you're not afraid of heights.",Mad Max Fury Road
564,1:27:14,1:27:17,5234, Where does the water come from?  He pumps it up from deep in the earth.,Mad Max Fury Road
565,1:27:17,1:27:19,5237,Calls it Aqua Cola and claims it all for himself.,Mad Max Fury Road
566,1:27:20,1:27:22,5240,"And because he owns it, he owns all of us.",Mad Max Fury Road
567,1:27:22,1:27:24,5242,I don't like him already.,Mad Max Fury Road
568,1:27:24,1:27:26,5244,It'll take two weeks to skirt the wall of mountains.,Mad Max Fury Road
569,1:27:26,1:27:31,5246,No. I suggest we go back the same way we came.,Mad Max Fury Road
570,1:27:32,1:27:34,5252,Through the canyon.,Mad Max Fury Road
571,1:27:34,1:27:38,5254,It's open. We know that. Right? He brought all his war parties through.,Mad Max Fury Road
572,1:27:39,1:27:42,5259,So we take the war rig and we charge it right through the middle of them.,Mad Max Fury Road
573,1:27:42,1:27:45,5262,We can decouple the tanker at the pass.,Mad Max Fury Road
