Index,Start Time,End Time,Start Time (sec),Text,Movie
431,0:59:2,0:59:4,3542,Go to him.,The Truman Show
432,0:59:10,0:59:13,3550,Easy on the fog.,The Truman Show
433,0:59:14,0:59:18,3554,"Stand by, cranecam... Cranecam.",The Truman Show
434,0:59:26,0:59:28,3566,Buttoncam three.,The Truman Show
435,0:59:40,0:59:43,3580,I never stopped believing.,The Truman Show
436,0:59:45,0:59:48,3585,Go wide. Curbcam eight.,The Truman Show
437,0:59:49,0:59:50,3589,My son.,The Truman Show
438,0:59:51,0:59:55,3591," Move in for closeup?  No, no...",The Truman Show
439,0:59:56,0:59:59,3596,Stay back. Fade up music.,The Truman Show
440,1:0:6,1:0:9,3606,Now go for the closeup.,The Truman Show
441,1:0:9,1:0:14,3609,"All those years wasted. I'll make it up to you, son.",The Truman Show
442,1:0:15,1:0:16,3615,I swear.,The Truman Show
443,1:0:22,1:0:24,3622,Dad...,The Truman Show
444,1:0:36,1:0:37,3636,Bravo!,The Truman Show
445,1:0:38,1:0:41,3638,Congratulations.,The Truman Show
446,1:0:41,1:0:46,3641," Okay, quiet down. Concentrate.  That was great television.",The Truman Show
447,1:0:52,1:0:56,3652," Christ of, it was brilliant!  It broke my heart.",The Truman Show
448,1:0:59,1:1:1,3659,Well done! Congratulations!,The Truman Show
449,1:1:10,1:1:13,3670,"Truman drinks Mococoa, world's finest cocoa beans ",The Truman Show
450,1:1:13,1:1:16,3673, Grown on the upper slopes of Mt. Nicaragua.,The Truman Show
451,1:1:20,1:1:24,3680,1. 7 billion were there for his birth.,The Truman Show
452,1:1:27,1:1:30,3687,220 countries tuned in for his first step.,The Truman Show
453,1:1:30,1:1:34,3690,The world stood still for that stolen kiss.,The Truman Show
454,1:1:34,1:1:39,3694,"And as he grew, so did the technology. A human life. ",The Truman Show
455,1:1:39,1:1:44,3699, Recorded on a network of hidden cameras and broadcast live ,The Truman Show
456,1:1:44,1:1:49,3704," 24 hours a day, seven days a week, to an audience around the globe.",The Truman Show
457,1:1:50,1:1:56,3710,"From Sea haven, enclosed in the largest studio ever constructed. ",The Truman Show
458,1:1:56,1:2:2,3716, One of only two manmade structures visible from space. ,The Truman Show
459,1:2:2,1:2:8,3722," Now in its 30th great year, it's The Truman Show!",The Truman Show
460,1:2:12,1:2:16,3732,What a week! I was on pins and needles the entire time.,The Truman Show
461,1:2:16,1:2:19,3736,"I'm your host, Mike Michelson.",The Truman Show
462,1:2:19,1:2:23,3739,"Welcome to TrueTalk, our forum for issues growing out of the show.",The Truman Show
463,1:2:23,1:2:26,3743,"Tonight, something very special:",The Truman Show
464,1:2:27,1:2:31,3747,An exclusive interview with the show's creator.,The Truman Show
465,1:2:31,1:2:38,3751,Let's go live to the 221stfloor of the OmniCam Ecosphere.,The Truman Show
466,1:2:38,1:2:42,3758,There we'll find the world's greatest televisionary.,The Truman Show
467,1:2:42,1:2:47,3762,The designer of the world within a world that's Sea haven: Christ of.,The Truman Show
468,1:2:47,1:2:52,3767,I'd like to thank you for granting this interview.,The Truman Show
469,1:2:53,1:2:58,3773,"We know your schedule is demanding, and how you guard your privacy.",The Truman Show
470,1:2:58,1:3:2,3778," This, sir, is indeed an honor.  Don't mention it.",The Truman Show
471,1:3:3,1:3:6,3783,The catalyst for the recent dramatic events ,The Truman Show
472,1:3:6,1:3:11,3786," Has been Truman's father, Kirk, and his attempt at in filtration.",The Truman Show
473,1:3:11,1:3:16,3791,"This is not the first time someone has tried to reach Truman, is it?",The Truman Show
474,1:3:17,1:3:20,3797,We have had our close calls.,The Truman Show
475,1:3:20,1:3:27,3800,It's television! I did it! I'm on The Truman Show!,The Truman Show
476,1:3:27,1:3:35,3807,"But now, the first intruder to be a former cast member.",The Truman Show
477,1:3:35,1:3:40,3815," A dead one at that.  Writing Kirk back in, brilliant.",The Truman Show
478,1:3:40,1:3:46,3820,Kirk started this whole crisis. He was the only one who could end it.,The Truman Show
479,1:3:46,1:3:48,3826,"Truman, no!",The Truman Show
480,1:3:49,1:3:52,3829, That's off limits!  Why? What's over there?,The Truman Show
481,1:3:53,1:3:57,3833,"Nothing. It's dangerous, that's all. You have to know your limitations.",The Truman Show
482,1:3:57,1:4:2,3837,Let's remind viewers why Dad was written outin' the first place.,The Truman Show
483,1:4:2,1:4:7,3842,"As Truman grew up, we manufactured ways to keep him on the island.",The Truman Show
484,1:4:7,1:4:14,3847, I'd like to be a great explorer.  There's nothing left to explore.,The Truman Show
485,1:4:18,1:4:24,3858, Then I thought up Kirk's drowning.  He's feared the water ever since.,The Truman Show
486,1:4:24,1:4:31,3864,"When Kirk read the synopsis, he was disappointed, to say the least.",The Truman Show
487,1:4:31,1:4:35,3871,I'm sure that's why he broke onto the set.,The Truman Show
488,1:4:35,1:4:39,3875,But how do you intend to explain his 22year absence?,The Truman Show
489,1:4:40,1:4:42,3880, Amnesia.  Brilliant.,The Truman Show
490,1:4:42,1:4:49,3882,"Let's take some viewer calls. North Carolina, you're on with Christ of.",The Truman Show
491,1:4:49,1:4:54,3889,"Hi, Christ of. I was wondering how many cameras you got in that town.",The Truman Show
492,1:4:54,1:4:59,3894,"Somewhere in the vicinity of5,000.",The Truman Show
493,1:4:59,1:5:3,3899,"Remember, we started with just one.",The Truman Show
494,1:5:3,1:5:10,3903,"He was two weeks premature, as if he couldn't wait to get started.",The Truman Show
495,1:5:10,1:5:15,3910,And his eagerness to leave the womb was the reason he was selected.,The Truman Show
496,1:5:15,1:5:19,3915,In competition with five other unwanted pregnancies ,The Truman Show
497,1:5:19,1:5:25,3919," For a show determined by an air date, only Truman arrived on cue.",The Truman Show
498,1:5:28,1:5:33,3928,I believe Truman is the first child to be adopted by a corporation.,The Truman Show
499,1:5:33,1:5:37,3933, That's correct.  The show's made enormous revenue.,The Truman Show
500,1:5:37,1:5:40,3937,Equivalent to the GNP of a small country.,The Truman Show
501,1:5:40,1:5:45,3940,It takes the population of an entire country to keep it running.,The Truman Show
502,1:5:45,1:5:52,3945,"Since it's on 24 hours, revenues are generated by product placement.",The Truman Show
503,1:5:52,1:5:57,3952,"Everything on the show is for sale, down to the very homes they live in.",The Truman Show
504,1:5:57,1:6:1,3957,All of tin the Truman catalogue. Operators are standing by.,The Truman Show
505,1:6:2,1:6:7,3962,"Christ of, why has Truman never come close to discovering ",The Truman Show
506,1:6:7,1:6:11,3967, The true nature of his world until now?,The Truman Show
507,1:6:11,1:6:15,3971,We accept the reality of the world with which we're presented.,The Truman Show
508,1:6:17,1:6:21,3977,The Hague for Christ of. Hello. The Hague...,The Truman Show
509,1:6:22,1:6:26,3982,"All right, let's go to Hollywood, California.",The Truman Show
510,1:6:26,1:6:32,3986,"You're a liar and a manipulator, and what you've done to Truman is sick.",The Truman Show
511,1:6:32,1:6:38,3992,"Well, we remember this voice, don't we? How could we forget?",The Truman Show
512,1:6:39,1:6:43,3999," Let's go to another call.  No, no. It's fine, Mike.",The Truman Show
513,1:6:43,1:6:48,4003,I love to reminisce with former members of the cast.,The Truman Show
514,1:6:48,1:6:54,4008,"Sylvia, as you announced so melodramatically to the world...",The Truman Show
515,1:6:54,1:6:59,4014,Do you think because you batted your eyes at Truman once. ,The Truman Show
516,1:6:59,1:7:3,4019," Flirted with him, stole a few minutes of air time ",The Truman Show
517,1:7:3,1:7:8,4023," To thrust your politics into the limelight, that you know him?",The Truman Show
518,1:7:8,1:7:13,4028,That you know what's right for him? Are you in a position to judge him?,The Truman Show
