Index,Start Time,End Time,Start Time (sec),Text,Movie
255,0:19:16,0:19:19,1156,He saw it on the television.,The Shining
256,0:19:49,0:19:51,1189, What time does the plane leave?  8:30.,The Shining
257,0:19:52,0:19:54,1192,That gives us plenty of time to go over everything.,The Shining
258,0:19:54,0:19:56,1194," Goodbye, Mr. Ullman.  Bye.",The Shining
259,0:19:57,0:20:0,1197,Good morning. I hope you haven't been waiting too long.,The Shining
260,0:20:0,0:20:3,1200,No problem. We had time to grab a bite to eat.,The Shining
261,0:20:3,0:20:6,1203,Good. Glad you made it before they shut down the kitchen.,The Shining
262,0:20:6,0:20:8,1206,Is your family having a look around?,The Shining
263,0:20:8,0:20:11,1208,"No, my son's discovered the games room.",The Shining
264,0:20:11,0:20:14,1211, Has your luggage been brought in?  Right there.,The Shining
265,0:20:15,0:20:17,1215,In view of all we have to cover today...,The Shining
266,0:20:17,0:20:21,1217,...I suggest we have a quick look at your apartment and get started.,The Shining
267,0:20:21,0:20:24,1221,Have the Torrances' things brought to their apartment.,The Shining
268,0:20:24,0:20:27,1224,I'd better collect my family first.,The Shining
269,0:20:35,0:20:37,1235,This is our Colorado Lounge.,The Shining
270,0:20:38,0:20:40,1238,It's beautiful.,The Shining
271,0:20:40,0:20:42,1240,My God!,The Shining
272,0:20:42,0:20:45,1242,"This place is fantastic, isn't it, hon?",The Shining
273,0:20:45,0:20:46,1245,It sure is.,The Shining
274,0:20:47,0:20:49,1247,I've never seen anything like this before.,The Shining
275,0:20:51,0:20:53,1251,Are all these Indian designs authentic?,The Shining
276,0:20:53,0:20:55,1253,I believe they're based...,The Shining
277,0:20:55,0:20:58,1255,...mainly on Navajo and Apache motifs.,The Shining
278,0:20:58,0:21:0,1258,They're really gorgeous.,The Shining
279,0:21:0,0:21:1,1260,As a matter of fact...,The Shining
280,0:21:2,0:21:5,1262,...this is probably the most gorgeous hotel I've ever seen.,The Shining
281,0:21:5,0:21:8,1265,This old place has had an illustrious past.,The Shining
282,0:21:8,0:21:11,1268,"In its heyday, it was a stopping place for the jet setters...",The Shining
283,0:21:12,0:21:15,1272,...even before anybody knew what a jet set was.,The Shining
284,0:21:15,0:21:18,1275,We had four presidents who stayed here.,The Shining
285,0:21:18,0:21:19,1278,Lots of movie stars.,The Shining
286,0:21:20,0:21:21,1280,Royalty?,The Shining
287,0:21:21,0:21:23,1281,All the best people.,The Shining
288,0:22:17,0:22:19,1337,This is the staff wing of the hotel.,The Shining
289,0:22:20,0:22:24,1340,None of the other bedrooms are heated during the winter.,The Shining
290,0:22:24,0:22:27,1344," Goodbye, Mr. Ullman.  Goodbye, girls.",The Shining
291,0:22:27,0:22:29,1347,And here are your quarters.,The Shining
292,0:22:29,0:22:32,1349,"Living room, bedroom, bathroom.",The Shining
